Year,Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
2024,1,Matt Olson,30,ATL,NL,162,162,162,1443.1,1370,1259,105,6,125,0.996,14.0,11.0,13,11.0,8.51,8.29,8.42,8.18,,,,,,,*3,,olsonma02
2024,2,Jarren Duran,27,BOS,AL,160,160,125,1421.1,374,356,12,6,2,0.984,2.0,2.0,23,19.0,2.33,2.27,2.3,2.24,,,,,,,*87,ASMVP-8,duranja01
2024,3,Anthony Volpe,23,NYY,AL,160,158,156,1416.2,570,210,344,16,68,0.972,4.0,4.0,6,5.0,3.52,3.7,3.46,3.65,,,,,,,*6/H,,volpean01
2024,4,Pete Alonso,29,NYM,NL,161,159,157,1412.1,1285,1179,99,7,117,0.995,-1.0,-1.0,-3,-3.0,8.14,8.29,7.94,8.18,,,,,,,*3/DH,AS,alonspe01
2024,5,Willy Adames,28,MIL,NL,161,161,151,1406.1,547,204,323,20,66,0.963,-8.0,-7.0,-16,-14.0,3.37,3.82,3.27,3.77,,,,,,,*6,MVP-10,adamewi01
2024,6,Bobby Witt Jr.,24,KCR,AL,160,160,149,1393.2,583,207,361,15,78,0.974,-1.0,-1.0,2,2.0,3.67,3.7,3.55,3.65,,,,,,,*6/D,ASMVP-2GGSS,wittbo02
2024,7,Elly De La Cruz,22,CIN,NL,160,159,155,1391.0,636,247,360,29,70,0.954,-1.0,0.0,-2,-2.0,3.93,3.82,3.79,3.77,,,,,,,*6/H,ASMVP-8,delacel01
2024,8,Jeremy Peña,26,HOU,AL,157,157,153,1388.0,620,221,380,19,86,0.969,6.0,5.0,4,3.0,3.9,3.7,3.83,3.65,,,,,,,*6,,penaje02
2024,9,Gunnar Henderson,23,BAL,AL,157,157,149,1384.0,635,232,378,25,71,0.961,1.0,1.0,5,4.0,3.97,3.7,3.89,3.65,,,,,,,*6/D,ASMVP-4,hendegu01
2024,10,Marcus Semien,33,TEX,AL,159,159,148,1382.2,610,214,389,7,77,0.989,14.0,12.0,10,9.0,3.93,3.97,3.79,3.91,,,,,,,*4,AS,semiema01
2024,11,Orlando Arcia,29,ATL,NL,157,156,150,1381.1,572,168,393,11,87,0.981,-3.0,-3.0,-1,-1.0,3.66,3.82,3.57,3.77,,,,,,,*6,,arciaor01
2024,12,Ezequiel Tovar,22,COL,NL,157,156,156,1375.2,676,233,435,8,113,0.988,17.0,15.0,10,9.0,4.37,3.82,4.25,3.77,,,,,,,*6,MVP-19GG,tovarez01
2024,13,Nick Castellanos,32,PHI,NL,157,157,143,1363.2,269,263,3,3,0,0.989,-3.0,-2.0,-11,-10.0,1.76,2.21,1.69,2.18,,,,,,,*9/D,,casteni01
2024,14,Eugenio Suárez,32,ARI,NL,155,154,146,1361.2,390,88,292,10,33,0.974,3.0,3.0,-4,-4.0,2.51,2.55,2.45,2.51,,,,,,,*5/D,,suareeu01
2024,15,Gleyber Torres,27,NYY,AL,153,152,144,1342.2,582,234,330,18,74,0.969,-9.0,-8.0,-11,-10.0,3.78,3.97,3.69,3.91,,,,,,,*4/H,,torregl01
2024,16,Matt Chapman,31,SFG,NL,154,153,147,1338.0,405,100,290,15,34,0.963,15.0,13.0,17,15.0,2.62,2.55,2.53,2.51,,,,,,,*5/H,MVP-11GG,chapmma01
2024,17,Willi Castro,27,MIN,AL,158,150,116,1334.1,433,247,178,8,24,0.982,-26.0,-23.0,-18,-16.0,2.87,3.15,2.31,3.05,,,,,,,64785/H1,AS,castrwi01
2024,18,Ceddanne Rafaela,23,BOS,AL,151,147,114,1333.1,489,297,180,12,41,0.975,-1.0,-1.0,10,9.0,3.22,3.02,2.61,2.97,,,,,,,864/5H9,,rafaece01
2024,19,Zach Neto,23,LAA,AL,155,153,148,1332.2,654,231,405,18,103,0.972,14.0,13.0,11,10.0,4.3,3.7,4.1,3.65,,,,,,,*6/H,,netoza01
2024,20,Andrés Giménez,25,CLE,AL,152,151,144,1331.0,638,233,396,9,93,0.986,14.0,13.0,20,18.0,4.25,3.97,4.14,3.91,,,,,,,*4,GG,gimenan01
2024,21,Juan Soto,25,NYY,AL,151,151,140,1329.2,314,302,10,2,1,0.994,2.0,2.0,0,0.0,2.11,2.27,2.07,2.24,,,,,,,*9/7DH,ASMVP-3SS,sotoju01
2024,22,Jackson Merrill,21,SDP,NL,155,148,147,1323.1,403,392,8,3,4,0.993,-2.0,-2.0,0,0.0,2.72,2.21,2.58,2.18,,,,,,,*8/H,ASMVP-9ROY-2SS,merrija01
2024,23,Corbin Carroll,23,ARI,NL,156,146,139,1317.0,366,358,6,2,2,0.995,-10.0,-9.0,-3,-3.0,2.49,2.21,2.33,2.18,,,,,,,*89/H,,carroco02
2024,24,Paul Goldschmidt,36,STL,NL,150,148,143,1313.0,1323,1216,102,5,137,0.996,-6.0,-6.0,0,0.0,9.03,8.29,8.79,8.18,,,,,,,*3/DH,,goldspa01
2024,25,Francisco Lindor,30,NYM,NL,151,150,141,1311.2,564,194,358,12,74,0.979,6.0,5.0,1,1.0,3.79,3.82,3.66,3.77,,,,,,,*6/DH,MVP-2SS,lindofr01
2024,26,Alex Verdugo,28,NYY,AL,149,145,134,1308.2,293,285,7,1,1,0.997,7.0,6.0,7,6.0,2.01,2.27,1.96,2.24,,,,,,,*79/8,,verdual01
2024,27,Teoscar Hernández,31,LAD,NL,154,154,104,1308.0,263,253,7,3,3,0.989,-1.0,-1.0,-3,-3.0,1.79,2.21,1.69,2.18,,,,,,,*79,ASMVP-19SS,hernate01
2024,28,Nico Hoerner,27,CHC,NL,150,149,137,1307.1,610,238,363,9,64,0.985,-4.0,-3.0,3,3.0,4.14,4.13,3.9,4.07,,,,,,,*46/H,,hoernni01
2024,29,Ryan McMahon,29,COL,NL,152,149,142,1306.2,436,98,323,15,33,0.966,11.0,10.0,10,9.0,2.9,2.55,2.77,2.51,,,,,,,*5/DH,AS,mcmahry01
2024,30,Spencer Steer,26,CIN,NL,151,150,116,1306.1,601,548,47,6,30,0.99,-1.0,-1.0,-1,-1.0,4.1,4.56,3.44,4.45,,,,,,,73/4D9H6,,steersp01
2024,31,JJ Bleday,26,OAK,AL,157,144,134,1295.0,405,392,8,5,1,0.988,-1.0,0.0,-19,-18.0,2.78,2.27,2.55,2.24,,,,,,,*8H/D,,bledajj01
2024,32,Jake Cronenworth,30,SDP,NL,149,146,132,1293.1,923,709,208,6,99,0.993,-1.0,-1.0,-1,-1.0,6.38,6.44,5.92,6.33,,,,,,,34/DH,,croneja01
2024,33,Brendan Donovan,27,STL,NL,148,145,121,1292.0,394,242,150,2,28,0.995,-3.0,-3.0,0,0.0,2.73,2.86,2.35,2.8,,,,,,,74/5DH9,,donovbr01
2024,34,Masyn Winn,22,STL,NL,148,143,141,1285.1,611,191,402,18,100,0.971,11.0,10.0,14,13.0,4.15,3.82,4.01,3.77,,,,,,,*6/HD,,winnma01
2024,35,Brice Turang,24,MIL,NL,152,142,132,1277.2,626,240,379,7,78,0.989,13.0,12.0,22,21.0,4.36,4.15,4.07,4.09,,,,,,,*4H/D,GG,turanbr02
2024,36,Dansby Swanson,30,CHC,NL,148,146,137,1273.1,506,166,335,5,56,0.99,1.0,1.0,7,7.0,3.54,3.82,3.39,3.77,,,,,,,*6/H,,swansda01
2024,37,Freddie Freeman,34,LAD,NL,147,147,132,1270.1,1141,1022,115,4,93,0.996,-1.0,-1.0,1,1.0,8.06,8.29,7.73,8.18,,,,,,,*3,ASMVP-17,freemfr01
2024,38,Maikel Garcia,24,KCR,AL,156,142,125,1270.0,398,112,272,14,29,0.965,-8.0,-8.0,-1,-1.0,2.72,2.78,2.31,2.8,,,,,,,*54H/69,,garcima01
2024,39,Nolan Arenado,33,STL,NL,146,145,132,1268.1,392,103,280,9,26,0.977,13.0,12.0,6,6.0,2.72,2.55,2.62,2.51,,,,,,,*5/DH,,arenano01
2024,40,Jose Altuve,34,HOU,AL,147,146,130,1262.0,475,158,312,5,85,0.989,2.0,2.0,-13,-12.0,3.35,3.97,3.2,3.91,,,,,,,*4/DH,ASMVP-15SS,altuvjo01
2024,41,Brandon Nimmo,31,NYM,NL,147,142,108,1253.0,245,239,4,2,0,0.992,2.0,2.0,-3,-3.0,1.75,2.21,1.65,2.18,,,,,,,*78/DH,,nimmobr01
2024,42,Jacob Young,24,WSN,NL,149,142,137,1251.2,401,388,5,8,2,0.98,8.0,8.0,12,12.0,2.83,2.21,2.64,2.18,,,,,,,*8/HD,,youngja03
2024,43,Jazz Chisholm Jr.,26,2TM,2LG,143,142,130,1251.2,357,268,80,9,7,0.975,-7.0,-6.0,-6,-6.0,2.5,2.33,2.4,2.3,,,,,,,85/D4H,,chishja01
2024,43,Jazz Chisholm Jr.,26,MIA,NL,97,96,86,837.1,234,226,6,2,1,0.991,-6.0,-8.0,-4,-6.0,2.49,2.26,2.37,2.24,,,,,,,8/D4H,,chishja01
2024,43,Jazz Chisholm Jr.,26,NYY,AL,46,46,44,414.1,123,42,74,7,6,0.943,-1.0,-3.0,-2,-6.0,2.52,2.46,2.47,2.43,,,,,,,5/8,,chishja01
2024,44,Carlos Santana,38,MIN,AL,146,139,135,1250.0,1094,998,92,4,67,0.996,10.0,10.0,8,8.0,7.85,8.03,7.47,7.92,,,,,,,*3/HD,GG,santaca01
2024,45,Ian Happ,29,CHC,NL,144,144,131,1248.1,319,307,11,1,2,0.997,19.0,18.0,8,8.0,2.29,2.21,2.21,2.18,,,,,,,*7/DH,GG,happia01
2024,46,Randy Arozarena,29,2TM,AL,145,141,131,1247.1,286,279,5,2,0,0.993,-3.0,-3.0,-7,-7.0,2.05,2.27,1.96,2.24,,,,,,,*7/8DH,,arozara01
2024,46,Randy Arozarena,29,TBR,AL,93,89,82,792.1,171,165,4,2,0,0.988,-8.0,-12.0,-5,-8.0,1.92,2.27,1.82,2.24,,,,,,,7/8HD,,arozara01
2024,46,Randy Arozarena,29,SEA,AL,52,52,49,455.0,115,114,1,0,0,1.0,5.0,13.0,-2,-5.0,2.27,2.27,2.21,2.24,,,,,,,7/8D,,arozara01
2024,47,Brenton Doyle,26,COL,NL,146,142,138,1242.2,438,426,8,4,3,0.991,17.0,16.0,11,11.0,3.14,2.21,2.97,2.18,,,,,,,*8/DH,GG,doylebr02
2024,48,Taylor Ward,30,LAA,AL,141,141,136,1241.0,315,302,8,5,0,0.984,2.0,2.0,0,0.0,2.25,2.27,2.2,2.24,,,,,,,*7D,,wardta01
2024,49,Alex Bregman,30,HOU,AL,142,142,132,1234.2,355,103,242,10,23,0.972,12.0,12.0,6,6.0,2.51,2.47,2.43,2.44,,,,,,,*5/D,GG,bregmal01
2024,50,Bryce Harper,31,PHI,NL,141,141,131,1233.1,1150,1050,95,5,99,0.996,7.0,7.0,5,5.0,8.36,8.29,8.12,8.18,,,,,,,*3/D,ASMVP-6SS,harpebr03
2024,51,Isaac Paredes,25,2TM,2LG,141,139,126,1228.1,409,174,219,16,31,0.961,2.0,2.0,-2,-2.0,2.88,3.05,2.71,3.11,,,,,,,*53D/H,AS,paredis01
2024,51,Isaac Paredes,25,TBR,AL,91,91,83,802.0,281,150,124,7,26,0.975,3.0,5.0,-1,-1.0,3.07,3.31,2.88,3.42,,,,,,,53D/H,,paredis01
2024,51,Isaac Paredes,25,CHC,NL,50,48,43,426.1,128,24,95,9,5,0.93,-1.0,-4.0,-1,-3.0,2.51,2.55,2.38,2.51,,,,,,,5/H,,paredis01
2024,52,Leody Taveras,25,TEX,AL,148,138,128,1227.0,388,376,9,3,2,0.992,-14.0,-14.0,-10,-10.0,2.82,2.27,2.6,2.24,,,,,,,*8/HD,,taverle01
2024,53,Jurickson Profar,31,SDP,NL,150,150,93,1221.2,249,243,5,1,1,0.996,-7.0,-6.0,-8,-8.0,1.83,2.3,1.65,2.26,,,,,,,*7/D3,ASMVP-14SS,profaju01
2024,54,Nolan Schanuel,22,LAA,AL,144,137,131,1211.1,1101,1018,76,7,127,0.994,-5.0,-5.0,1,1.0,8.13,8.03,7.6,7.92,,,,,,,*3/HD,,schanno01
2024,55,Zack Gelof,24,OAK,AL,138,136,134,1209.2,603,264,332,7,92,0.988,2.0,1.0,-1,-1.0,4.43,3.97,4.32,3.91,,,,,,,*4/H,,gelofza01
2024,56,Jackson Chourio,20,MIL,NL,146,135,112,1207.0,290,286,4,0,0,1.0,13.0,13.0,12,12.0,2.16,2.21,1.99,2.18,,,,,,,*79/HD,MVP-22ROY-3,chourja01
2024,57,Josh Naylor,27,CLE,AL,137,137,128,1205.0,1086,1008,69,9,110,0.992,3.0,3.0,-6,-6.0,8.04,8.03,7.86,7.92,,,,,,,*3D/H,AS,naylojo01
2024,58,Alec Bohm,27,PHI,NL,138,137,128,1203.1,458,180,263,15,20,0.967,0.0,0.0,-2,-2.0,3.31,3.06,3.1,3.1,,,,,,,*53/DH,AS,bohmal01
2024,59,Bryson Stott,26,PHI,NL,144,133,122,1201.1,570,232,332,6,74,0.989,-3.0,-3.0,6,6.0,4.23,4.13,3.74,4.06,,,,,,,*46H/D,,stottbr01
2024,60,Nathaniel Lowe,28,TEX,AL,138,135,134,1193.2,1080,983,92,5,73,0.995,9.0,9.0,1,1.0,8.11,8.03,7.79,7.92,,,,,,,*3/HD,,lowena01
2024,61,Colton Cowser,24,BAL,AL,146,133,98,1192.2,312,308,3,1,0,0.997,6.0,6.0,3,3.0,2.35,2.27,2.13,2.24,,,,,,,*789H/D,ROY-2,cowseco01
2024,62,Bryan Reynolds,29,PIT,NL,133,133,121,1173.2,254,241,11,2,2,0.992,-14.0,-14.0,-5,-5.0,1.93,2.21,1.89,2.18,,,,,,,*7D9,AS,reynobr01
2024,63,CJ Abrams,23,WSN,NL,136,135,124,1170.2,526,160,349,17,68,0.968,-9.0,-9.0,1,1.0,3.91,3.82,3.74,3.77,,,,,,,*6/H,AS,abramcj01
2024,64,Joey Ortiz,25,MIL,NL,141,129,113,1164.0,365,114,241,10,30,0.973,12.0,12.0,8,8.0,2.74,2.63,2.37,2.66,,,,,,,*56/H4,,ortizjo06
2024,65,Salvador Perez,34,KCR,AL,136,134,110,1157.1,1119,1064,50,5,38,0.996,7.0,7.0,-4,-4.0,8.66,8.78,7.96,8.64,3.0,30.0,37.0,11.0,22.9,1.0,23D/H,ASSS,perezsa02
2024,66,Oneil Cruz,25,PIT,NL,135,129,123,1153.1,451,194,231,26,53,0.942,-2.0,-2.0,-12,-12.0,3.32,3.55,3.15,3.5,,,,,,,*68H/D,,cruzon01
2024,67,Michael Busch,26,CHC,NL,144,133,107,1150.2,1022,940,78,4,68,0.996,8.0,8.0,5,5.0,7.96,8.22,6.97,8.06,,,,,,,*3H/4D5,,buschmi02
2024,68,Jake Meyers,28,HOU,AL,145,126,120,1145.0,352,349,2,1,0,0.997,14.0,15.0,6,6.0,2.76,2.27,2.42,2.24,,,,,,,*8H/7D,,meyerja02
2024,69,Rafael Devers,27,BOS,AL,130,130,116,1138.1,299,102,185,12,19,0.96,-1.0,-1.0,-9,-9.0,2.27,2.47,2.21,2.44,,,,,,,*5/D,ASMVP-13,deverra01
2024,70,Jonathan India,27,CIN,NL,133,132,123,1137.0,460,217,239,4,53,0.991,6.0,7.0,-10,-11.0,3.61,4.15,3.43,4.09,,,,,,,*4D/H,,indiajo01
2024,71,Julio Rodríguez,23,SEA,AL,131,131,122,1133.1,343,334,4,5,1,0.985,13.0,14.0,3,3.0,2.68,2.27,2.58,2.24,,,,,,,*8D/H,,rodriju01
2024,72,Sal Frelick,24,MIL,NL,142,129,97,1132.0,280,271,6,3,1,0.989,4.0,4.0,15,16.0,2.2,2.21,1.94,2.18,,,,,,,*987H/5D,GG,frelisa01
2024,73,Vladimir Guerrero Jr.,25,TOR,AL,129,129,118,1126.1,987,885,90,12,93,0.988,-6.0,-6.0,-1,-1.0,7.79,7.54,7.33,7.43,,,,,,,*3D5/H,ASMVP-6SS,guerrvl02
2024,74,Adolis García,31,TEX,AL,131,130,118,1124.2,262,253,5,4,3,0.985,5.0,6.0,-5,-5.0,2.06,2.27,1.97,2.24,,,,,,,*9D/H,,garciad02
2024,75,Cal Raleigh,27,SEA,AL,135,125,119,1122.0,1195,1138,51,6,8,0.995,6.0,6.0,17,18.0,9.54,9.16,8.81,9.03,5.0,27.0,81.0,32.0,28.3,0.0,*2D/H,MVP-12GG,raleica01
2024,76,Anthony Santander,29,BAL,AL,130,129,104,1120.1,271,262,7,2,2,0.993,9.0,10.0,-7,-7.0,2.16,2.28,2.05,2.28,,,,,,,*9D/3H,ASMVP-14SS,santaan02
2024,77,Matt Vierling,27,DET,AL,138,124,90,1110.1,319,238,77,4,7,0.987,9.0,10.0,2,2.0,2.55,2.35,2.1,2.35,,,,,,,859H7/D3,,vierlma01
2024,78,Shea Langeliers,26,OAK,AL,131,123,118,1108.2,1063,1007,51,5,5,0.995,-2.0,-2.0,-10,-11.0,8.59,9.16,8.08,9.03,7.0,53.0,79.0,29.0,26.9,1.0,*2/HD,,langesh01
2024,79,José Ramírez,31,CLE,AL,126,126,117,1108.0,315,99,207,9,23,0.971,4.0,4.0,6,6.0,2.49,2.47,2.43,2.44,,,,,,,*5D,ASMVP-5SS,ramirjo01
2024,80,Ty France,29,2TM,2LG,133,124,115,1106.0,944,843,96,5,82,0.995,-1.0,-1.0,-8,-9.0,7.64,8.11,7.01,7.98,,,,,,,*3/DH4,,francty01
2024,80,Ty France,29,SEA,AL,87,82,76,736.0,651,581,66,4,54,0.994,-2.0,-4.0,-6,-10.0,7.91,8.02,7.35,7.87,,,,,,,3/H4D,,francty01
2024,80,Ty France,29,CIN,NL,46,42,39,370.0,293,262,30,1,28,0.997,1.0,4.0,-2,-6.0,7.1,8.29,6.35,8.18,,,,,,,3/DH,,francty01
2024,81,José Caballero,27,TBR,AL,137,123,99,1105.1,418,125,281,12,51,0.971,7.0,8.0,2,2.0,3.31,3.5,2.62,3.41,,,,,,,654H/D,,cabaljo01
2024,82,Christian Walker,33,ARI,NL,129,126,117,1104.1,1055,977,76,2,104,0.998,4.0,5.0,7,8.0,8.58,8.29,8.16,8.18,,,,,,,*3/H,GG,walkech02
2024,83,Brayan Rocchio,23,CLE,AL,142,121,111,1102.0,462,166,284,12,75,0.974,11.0,12.0,11,12.0,3.68,3.7,3.17,3.65,,,,,,,*6/H,,rocchbr01
2024,84,Brendan Rodgers,27,COL,NL,132,124,121,1093.0,531,181,342,8,89,0.985,-2.0,-2.0,-4,-4.0,4.31,4.15,3.96,4.09,,,,,,,*4/DH,,rodgebr02
2024,85,Cedric Mullins,29,BAL,AL,140,121,112,1090.0,274,271,2,1,0,0.996,-3.0,-3.0,-5,-6.0,2.25,2.27,1.95,2.24,,,,,,,*8H/D,,mullice01
2024,86,Colt Keith,22,DET,AL,133,125,108,1086.2,515,194,309,12,68,0.977,-2.0,-2.0,-8,-9.0,4.17,3.97,3.78,3.91,,,,,,,*4DH,,keithco01
2024,87,Luis García Jr.,24,WSN,NL,129,122,115,1086.0,536,221,305,10,84,0.981,1.0,1.0,-5,-6.0,4.36,4.15,4.08,4.09,,,,,,,*4H/D,,garcilu04
2024,88,Josh Smith,26,TEX,AL,132,122,113,1086.0,337,115,211,11,21,0.967,-7.0,-8.0,-1,-1.0,2.7,2.9,2.36,2.87,,,,,,,56DH/749,SS,smithjo11
2024,89,Daulton Varsho,27,TOR,AL,136,123,89,1085.1,327,320,5,2,1,0.994,19.0,21.0,28,31.0,2.7,2.27,2.39,2.24,,,,,,,*87/H9D,GG,varshda01
2024,90,Max Schuemann,27,OAK,AL,132,119,106,1071.2,415,139,261,15,48,0.964,-6.0,-7.0,-7,-8.0,3.36,3.44,2.88,3.33,,,,,,,65/4H789,,schuema01
2024,91,Lane Thomas,28,2TM,2LG,127,119,107,1065.2,270,256,7,7,3,0.974,-18.0,-20.0,-13,-15.0,2.22,2.23,2.07,2.2,,,,,,,*98/HD,,thomala02
2024,91,Lane Thomas,28,WSN,NL,76,76,73,667.2,171,162,5,4,3,0.977,-15.0,-26.0,-10,-18.0,2.25,2.21,2.2,2.18,,,,,,,9/8D,,thomala02
2024,91,Lane Thomas,28,CLE,AL,51,43,34,398.0,99,94,2,3,0,0.97,-3.0,-10.0,-3,-9.0,2.17,2.27,1.88,2.24,,,,,,,89/HD,,thomala02
2024,92,Logan O'Hoppe,24,LAA,AL,127,121,116,1064.1,1009,962,41,6,0,0.994,4.0,5.0,1,1.0,8.48,9.16,7.9,9.03,5.0,51.0,84.0,30.0,26.3,0.0,*2/HD,,ohopplo01
2024,93,Isiah Kiner-Falefa,29,2TM,2LG,131,122,97,1063.0,445,148,292,5,60,0.989,3.0,3.0,15,17.0,3.73,3.43,2.93,3.37,,,,,,,456/H18,,kineris01
2024,93,Isiah Kiner-Falefa,29,TOR,AL,81,74,55,644.2,278,94,181,3,38,0.989,8.0,15.0,12,22.0,3.84,3.24,2.84,3.21,,,,,,,456/H18,,kineris01
2024,93,Isiah Kiner-Falefa,29,PIT,NL,50,48,42,418.1,167,54,111,2,22,0.988,-5.0,-13.0,3,9.0,3.55,3.73,3.11,3.65,,,,,,,64/5H,,kineris01
2024,94,Jake McCarthy,26,ARI,NL,137,116,88,1061.2,274,270,2,2,1,0.993,-10.0,-11.0,-3,-3.0,2.31,2.21,1.99,2.18,,,,,,,*987H/D,,mccarja02
2024,95,William Contreras,26,MIL,NL,120,119,115,1060.0,1099,1054,37,8,2,0.993,6.0,7.0,6,7.0,9.26,9.06,9.09,8.94,6.0,30.0,72.0,21.0,22.6,3.0,*2D/H,ASMVP-5SS,contrwi02
2024,96,Lourdes Gurriel Jr.,30,ARI,NL,127,120,108,1060.0,248,239,4,5,0,0.98,7.0,8.0,3,3.0,2.06,2.22,1.9,2.23,,,,,,,*7H/D3,,gurrilo01
2024,97,Andrew Vaughn,26,CHW,AL,122,121,118,1059.1,896,816,76,4,75,0.996,0.0,0.0,-4,-5.0,7.58,8.03,7.31,7.92,,,,,,,*3D/H,,vaughan01
2024,98,Paul DeJong,30,2TM,AL,131,121,110,1058.1,385,143,227,15,35,0.961,-10.0,-11.0,-8,-9.0,3.15,3.32,2.82,3.27,,,,,,,65H/D,,dejonpa01
2024,98,Paul DeJong,30,CHW,AL,100,93,88,817.2,311,119,178,14,29,0.955,-14.0,-20.0,-11,-16.0,3.27,3.57,2.97,3.52,,,,,,,65/HD,,dejonpa01
2024,98,Paul DeJong,30,KCR,AL,31,28,22,240.2,74,24,49,1,6,0.986,4.0,19.0,3,15.0,2.73,2.48,2.35,2.48,,,,,,,5/HD6,,dejonpa01
2024,99,Gavin Lux,26,LAD,NL,138,117,99,1054.2,453,179,265,9,68,0.98,-1.0,-1.0,-2,-2.0,3.79,4.15,3.19,4.09,,,,,,,*4H/6,,luxga01
2024,100,Jeff McNeil,32,NYM,NL,128,117,103,1054.1,457,216,232,9,66,0.98,-1.0,-1.0,1,1.0,3.82,3.81,3.25,3.7,,,,,,,*497/H,,mcneije01
2024,101,Will Smith,29,LAD,NL,121,117,113,1051.1,1066,1000,58,8,3,0.992,6.0,7.0,-4,-5.0,9.06,9.06,8.74,8.94,5.0,53.0,64.0,32.0,33.3,1.0,*2/HD,AS,smithwi05
2024,102,Josh Rojas,30,SEA,AL,141,116,88,1050.1,323,98,215,10,20,0.969,3.0,3.0,8,9.0,2.68,2.56,2.07,2.56,,,,,,,*5H4/713D,,rojasjo01
2024,103,Jose Siri,28,TBR,AL,128,116,110,1049.2,345,337,1,7,1,0.98,7.0,8.0,12,14.0,2.9,2.28,2.62,2.28,,,,,,,*8/H3D,,sirijo01
2024,104,Ha-Seong Kim,28,SDP,NL,121,119,115,1046.2,419,145,263,11,64,0.974,0.0,0.0,2,2.0,3.51,3.82,3.37,3.77,,,,,,,*6/H,,kimha01
2024,105,Kyle Isbel,27,KCR,AL,136,119,100,1046.1,298,293,1,4,1,0.987,-8.0,-9.0,5,6.0,2.53,2.27,2.16,2.24,,,,,,,*8H,,isbelky01
2024,106,Mike Yastrzemski,33,SFG,NL,134,120,94,1043.0,221,212,5,4,1,0.982,-6.0,-7.0,4,5.0,1.87,2.21,1.61,2.17,,,,,,,*9H/81,,yastrmi01
2024,107,Brandon Marsh,26,PHI,NL,133,115,84,1038.2,239,228,6,5,1,0.979,-4.0,-5.0,7,8.0,2.03,2.21,1.76,2.18,,,,,,,*78H/9,,marshbr02
2024,108,George Springer,34,TOR,AL,124,120,109,1038.2,224,219,3,2,0,0.991,-5.0,-6.0,-1,-1.0,1.92,2.27,1.79,2.24,,,,,,,*9D/H8,,springe01
2024,109,Gio Urshela,32,2TM,2LG,126,117,107,1038.1,379,181,191,7,34,0.982,12.0,14.0,1,1.0,3.22,3.22,2.88,3.24,,,,,,,*53/H6D,,urshegi01
2024,109,Gio Urshela,32,DET,AL,90,81,73,716.1,278,159,114,5,19,0.982,1.0,2.0,-4,-7.0,3.43,3.52,2.97,3.51,,,,,,,53/HD,,urshegi01
2024,109,Gio Urshela,32,ATL,NL,36,36,34,322.0,101,22,77,2,15,0.98,11.0,40.0,5,19.0,2.77,2.55,2.68,2.55,,,,,,,5/6,,urshegi01
2024,110,Jo Adell,25,LAA,AL,123,117,113,1035.2,241,234,3,4,0,0.983,6.0,7.0,6,7.0,2.06,2.27,1.93,2.24,,,,,,,*9H/D8,,adelljo01
2024,111,Andrew Benintendi,29,CHW,AL,125,118,114,1031.0,250,244,3,3,0,0.988,-3.0,-3.0,-13,-15.0,2.16,2.27,1.98,2.24,,,,,,,*7H/D8,,beninan01
2024,112,Harrison Bader,30,NYM,NL,140,108,97,1025.1,283,278,1,4,0,0.986,14.0,17.0,-2,-2.0,2.45,2.21,1.99,2.18,,,,,,,*8H/D,,baderha01
2024,113,Trea Turner,31,PHI,NL,118,118,106,1018.2,444,136,291,17,51,0.962,-8.0,-10.0,-14,-16.0,3.77,3.82,3.62,3.77,,,,,,,*6/D,AS,turnetr01
2024,114,Jared Triolo,26,PIT,NL,119,114,102,1010.2,380,149,228,3,46,0.992,2.0,3.0,7,8.0,3.36,3.46,2.97,3.58,,,,,,,54/36H9,GG,triolja01
2024,115,Aaron Judge,32,NYY,AL,117,117,98,1010.0,283,279,4,0,2,1.0,2.0,2.0,-8,-10.0,2.52,2.27,2.42,2.24,,,,,,,*8D/97,ASMVP-1SS,judgeaa01
2024,116,Tyler Stephenson,27,CIN,NL,127,112,107,1001.0,981,945,32,4,4,0.996,-1.0,-1.0,-8,-10.0,8.78,9.06,7.69,8.94,4.0,33.0,81.0,18.0,18.2,1.0,*2HD,,stephty01
2024,117,Jarred Kelenic,24,ATL,NL,124,111,95,1000.0,238,231,4,3,0,0.987,1.0,1.0,-3,-4.0,2.12,2.21,1.9,2.18,,,,,,,*78H/9,,kelenja01
2024,118,Ernie Clement,28,TOR,AL,134,109,97,999.1,370,117,240,13,39,0.965,11.0,13.0,15,18.0,3.22,2.89,2.5,2.82,,,,,,,56H/4D17,,clemeer01
2024,119,Michael Toglia,25,COL,NL,116,113,104,997.1,948,870,70,8,96,0.992,-7.0,-8.0,11,13.0,8.48,7.64,7.7,7.44,,,,,,,39/7,,toglimi01
2024,120,Dylan Moore,31,SEA,AL,134,108,68,992.0,401,194,202,5,28,0.988,7.0,9.0,-4,-5.0,3.59,3.46,2.4,3.47,,,,,,,6547H3/8,GG,mooredy01
2024,121,Steven Kwan,26,CLE,AL,114,114,104,990.0,215,205,9,1,3,0.995,1.0,1.0,10,12.0,1.95,2.27,1.88,2.24,,,,,,,*7/DH,ASGG,kwanst01
