Year,Rk,Player,Age,Team,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,RF/9,lgRF9,RF/G,lgRFG,PB,WP,SB,CS,CS%,Pick,Pos,Awards,-9999
2024,1025,Ben Joyce,23,LAA,AL,31,1,0,34.2,5,3,1,1,0,0.8,,,-2,-12.0,1.04,1.32,0.13,1.29,,,,,,,1,,joycebe01
2024,1026,Steven Wilson,29,CHW,AL,40,0,0,34.2,5,0,5,0,0,1.0,,,1,6.0,1.3,1.32,0.13,1.29,,,,,,,1,,wilsost02
2024,1027,Tanner Gordon,26,COL,NL,8,8,0,34.1,4,0,4,0,1,1.0,,,1,6.0,1.05,1.36,0.5,1.34,,,,,,,/1,,gordota01
2024,1028,A.J. Minter,30,ATL,NL,39,0,0,34.1,11,2,9,0,0,1.0,,,2,12.0,2.88,1.36,0.28,1.34,,,,,,,1,,minteaj01
2024,1029,Graham Pauley,23,SDP,NL,6,4,1,34.1,12,6,5,1,1,0.917,-1.0,-21.0,0,0.0,2.88,2.88,1.57,3.33,,,,,,,/5DH3,,paulegr01
2024,1030,Chris Roycroft,27,STL,NL,27,0,0,34.1,9,1,7,1,1,0.889,,,-1,-6.0,2.1,1.36,0.3,1.34,,,,,,,1,,roycrch01
2024,1031,Richard Lovelady,28,2TM,2LG,35,0,0,34.1,4,2,2,0,0,1.0,,,-2,-12.0,1.05,1.34,0.11,1.3,,,,,,,1,,lovelri01
2024,1031,Richard Lovelady,28,CHC,NL,7,0,0,5.2,3,2,1,0,0,1.0,,,-1,-35.0,4.76,1.43,0.43,1.34,,,,,,,/1,,lovelri01
2024,1031,Richard Lovelady,28,TBR,AL,28,0,0,28.2,1,0,1,0,0,1.0,,,-1,-7.0,0.31,1.32,0.04,1.29,,,,,,,1,,lovelri01
2024,1032,J.T. Ginn,25,OAK,AL,8,6,0,34.0,6,5,1,0,1,1.0,,,1,6.0,1.59,1.3,0.75,1.29,,,,,,,/1,,ginnjt01
2024,1033,Brandon Lockridge,27,SDP,NL,8,3,3,34.0,10,10,0,0,0,1.0,1.0,25.0,0,0.0,2.65,2.2,1.25,2.18,,,,,,,/7H9D8,,lockrbr01
2024,1034,Michel Otañez,26,OAK,AL,36,0,0,34.0,0,0,0,0,0,,,,-1,-6.0,0.0,1.3,0.0,1.29,,,,,,,1,,otanemi01
2024,1035,Brock Burke,27,2TM,AL,34,1,0,34.0,7,3,4,0,0,1.0,,,0,0.0,1.85,1.32,0.21,1.29,,,,,,,1,,burkebr01
2024,1035,Brock Burke,27,TEX,AL,13,0,0,13.2,4,1,3,0,0,1.0,,,0,0.0,2.63,1.32,0.31,1.29,,,,,,,1,,burkebr01
2024,1035,Brock Burke,27,LAA,AL,21,1,0,20.1,3,2,1,0,0,1.0,,,0,0.0,1.33,1.33,0.14,1.29,,,,,,,1,,burkebr01
2024,1036,Marco Gonzales,32,PIT,NL,7,7,0,33.2,5,1,4,0,1,1.0,,,1,6.0,1.34,1.36,0.71,1.34,,,,,,,/1,,gonzama02
2024,1037,Adam Mazur,23,SDP,NL,8,8,0,33.2,5,1,4,0,1,1.0,,,1,6.0,1.34,1.36,0.63,1.34,,,,,,,/1,,mazurad01
2024,1038,Willie Calhoun,29,LAA,AL,5,4,3,33.0,34,30,4,0,3,1.0,0.0,4.0,0,0.0,9.27,7.69,6.8,6.78,,,,,,,D/H37,,calhowi01
2024,1039,Keston Hiura,27,LAA,AL,5,4,1,33.0,11,3,7,1,1,0.909,-1.0,-33.0,-1,-36.0,2.73,3.98,2.0,3.92,,,,,,,/4DH,,hiurake01
2024,1040,Jeffrey Springs,31,TBR,AL,7,7,0,33.0,2,2,0,0,0,1.0,,,-1,-6.0,0.55,1.31,0.29,1.29,,,,,,,/1,,sprinje01
2024,1041,Ryan Burr,30,TOR,AL,34,4,0,32.2,4,2,1,1,0,0.75,,,0,0.0,0.83,1.32,0.09,1.29,,,,,,,1,,burrry01
2024,1042,Scott McGough,34,ARI,NL,26,2,0,32.2,4,1,3,0,1,1.0,,,0,0.0,1.1,1.35,0.15,1.34,,,,,,,1,,mcgousc01
2024,1043,Jake Diekman,37,NYM,NL,43,0,0,32.0,9,4,3,2,0,0.778,,,-1,-6.0,1.97,1.35,0.16,1.34,,,,,,,1,,diekmja01
2024,1044,Jose A. Ferrer,24,WSN,NL,31,0,0,32.0,4,0,4,0,0,1.0,,,0,0.0,1.13,1.35,0.13,1.34,,,,,,,1,,ferrejo01
2024,1045,Mickey Gasper,28,BOS,AL,8,3,3,32.0,16,5,11,0,0,1.0,1.0,41.0,1,38.0,4.5,4.22,2.0,4.91,,,,,,,/4HD3,,gaspemi01
2024,1046,Joe Kelly,36,LAD,NL,35,0,0,32.0,7,2,5,0,0,1.0,,,1,6.0,1.97,1.35,0.2,1.34,,,,,,,1,,kellyjo05
2024,1047,Julian Aguiar,23,CIN,NL,7,7,0,31.2,6,2,4,0,0,1.0,,,0,0.0,1.71,1.36,0.86,1.34,,,,,,,/1,,aguiaju01
2024,1048,Angel Chivilli,21,COL,NL,30,0,0,31.2,9,4,5,0,1,1.0,,,0,0.0,2.56,1.36,0.3,1.34,,,,,,,1,,chivian01
2024,1049,Kyle Tyler,27,MIA,NL,8,7,0,31.2,5,1,4,0,0,1.0,,,1,6.0,1.42,1.36,0.63,1.34,,,,,,,/1,,tylerky01
2024,1050,Josh Fleming,28,PIT,NL,25,3,0,31.1,13,3,10,0,3,1.0,,,4,26.0,3.73,1.35,0.52,1.34,,,,,,,1,,flemijo01
2024,1051,Michael Kelly,31,OAK,AL,28,0,0,31.1,2,1,1,0,0,1.0,,,-1,-6.0,0.57,1.32,0.07,1.29,,,,,,,1,,kellymi03
2024,1052,Jordan Leasure,25,CHW,AL,33,0,0,31.1,4,2,2,0,0,1.0,,,1,6.0,1.15,1.32,0.12,1.29,,,,,,,1,,leasujo01
2024,1053,Oswald Peraza,24,NYY,AL,4,4,2,31.0,5,2,3,0,0,1.0,0.0,0.0,0,0.0,1.45,2.47,1.25,2.45,,,,,,,/5,,perazos02
2024,1054,Rhett Lowder,22,CIN,NL,6,6,0,30.2,3,1,1,1,0,0.667,,,0,0.0,0.59,1.35,0.33,1.33,,,,,,,/1,,lowderh01
2024,1055,Robbie Ray,32,SFG,NL,7,7,0,30.2,2,0,2,0,0,1.0,,,-1,-7.0,0.59,1.35,0.29,1.34,,,,,,,/1,,rayro02
2024,1056,Bradley Blalock,23,2TM,NL,7,6,0,30.2,4,3,1,0,0,1.0,,,-1,-7.0,1.17,1.38,0.57,1.33,,,,,,,/1,,blalobr01
2024,1056,Bradley Blalock,23,MIL,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0.0,0.0,1.8,0.0,1.3,,,,,,,/1,,blalobr01
2024,1056,Bradley Blalock,23,COL,NL,6,6,0,29.2,4,3,1,0,0,1.0,,,-1,-7.0,1.21,1.37,0.67,1.33,,,,,,,/1,,blalobr01
2024,1057,Matt Bowman,33,4TM,2LG,25,1,0,30.2,7,5,2,0,0,1.0,,,0,0.0,2.05,1.32,0.28,1.3,,,,,,,1,,bowmama01
2024,1057,Matt Bowman,33,3TM,AL,21,1,0,24.0,6,4,2,0,0,1.0,,,0,0.0,2.25,1.31,0.29,1.3,,,,,,,1,,bowmama01
2024,1057,Matt Bowman,33,MIN,AL,5,0,0,7.2,2,1,1,0,0,1.0,,,0,0.0,2.35,1.29,0.4,1.3,,,,,,,/1,,bowmama01
2024,1057,Matt Bowman,33,ARI,NL,4,0,0,6.2,1,1,0,0,0,1.0,,,0,0.0,1.35,1.35,0.25,1.35,,,,,,,/1,,bowmama01
2024,1057,Matt Bowman,33,SEA,AL,1,0,0,0.2,0,0,0,0,0,,,,0,0.0,0.0,1.35,0.0,1.3,,,,,,,/1,,bowmama01
2024,1057,Matt Bowman,33,BAL,AL,15,1,0,15.2,4,3,1,0,0,1.0,,,0,0.0,2.3,1.32,0.27,1.29,,,,,,,1,,bowmama01
2024,1058,Kris Bubic,26,KCR,AL,27,0,0,30.1,5,1,3,1,0,0.8,,,0,0.0,1.19,1.31,0.15,1.29,,,,,,,1,,bubickr01
2024,1059,Davis Daniel,27,LAA,AL,6,6,0,30.1,4,3,0,1,0,0.75,,,0,0.0,0.89,1.31,0.5,1.28,,,,,,,/1,,danieda01
2024,1060,Keegan Thompson,29,CHC,NL,24,0,0,30.1,4,1,1,2,0,0.5,,,-1,-7.0,0.59,1.36,0.08,1.34,,,,,,,1,,thompke02
2024,1061,Yonny Chirinos,30,MIA,NL,6,6,0,30.0,6,4,2,0,0,1.0,,,-1,-7.0,1.8,1.35,1.0,1.33,,,,,,,/1,,chiriyo01
2024,1062,Carlos Hernández,27,KCR,AL,27,0,0,30.0,2,1,1,0,0,1.0,,,-2,-13.0,0.6,1.32,0.07,1.29,,,,,,,1,,hernaca04
2024,1063,Clayton Kershaw,36,LAD,NL,7,7,0,30.0,4,1,2,1,0,0.75,,,0,0.0,0.9,1.35,0.43,1.34,,,,,,,/1,,kershcl01
2024,1064,Tony Santillan,27,CIN,NL,29,1,0,30.0,5,2,1,2,0,0.6,,,0,0.0,0.9,1.35,0.1,1.34,,,,,,,1,,santito01
2024,1065,Danny Coulombe,34,BAL,AL,33,0,0,29.2,3,0,3,0,0,1.0,,,1,7.0,0.91,1.3,0.09,1.29,,,,,,,1,,couloda01
2024,1066,Brandon Bielak,28,2TM,AL,16,0,0,29.2,4,0,4,0,0,1.0,,,0,0.0,1.21,1.3,0.25,1.29,,,,,,,1,,bielabr01
2024,1066,Brandon Bielak,28,HOU,AL,10,0,0,17.1,2,0,2,0,0,1.0,,,0,0.0,1.04,1.3,0.2,1.29,,,,,,,1,,bielabr01
2024,1066,Brandon Bielak,28,OAK,AL,6,0,0,12.1,2,0,2,0,0,1.0,,,0,0.0,1.46,1.31,0.33,1.28,,,,,,,/1,,bielabr01
2024,1067,Brenan Hanifee,26,DET,AL,21,3,0,29.1,9,3,5,1,0,0.889,,,0,0.0,2.45,1.32,0.38,1.29,,,,,,,1,,hanifbr01
2024,1068,George Soriano,25,MIA,NL,22,0,0,29.1,6,3,3,0,0,1.0,,,1,7.0,1.84,1.35,0.27,1.34,,,,,,,1,,soriage01
2024,1069,Eduardo Salazar,26,2TM,NL,26,0,0,29.1,6,1,4,1,0,0.833,,,0,0.0,1.53,1.35,0.19,1.34,,,,,,,1,,salazed01
2024,1069,Eduardo Salazar,26,LAD,NL,1,0,0,2.0,1,0,1,0,0,1.0,,,0,0.0,4.5,1.35,1.0,1.3,,,,,,,/1,,salazed01
2024,1069,Eduardo Salazar,26,WSN,NL,25,0,0,27.1,5,1,3,1,0,0.8,,,0,0.0,1.32,1.35,0.16,1.34,,,,,,,1,,salazed01
2024,1070,Bryce Teodosio,25,LAA,AL,4,4,2,29.0,8,7,1,0,1,1.0,-1.0,-58.0,-1,-41.0,2.48,2.27,2.0,2.25,,,,,,,/8DH,,teodobr01
2024,1071,Spencer Howard,27,2TM,2LG,9,3,0,29.0,2,0,2,0,0,1.0,,,-1,-7.0,0.62,1.33,0.22,1.33,,,,,,,/1,,howarsp01
2024,1071,Spencer Howard,27,SFG,NL,7,2,0,24.0,2,0,2,0,0,1.0,,,-1,-8.0,0.75,1.35,0.29,1.34,,,,,,,/1,,howarsp01
2024,1071,Spencer Howard,27,CLE,AL,2,1,0,5.0,0,0,0,0,0,,,,0,0.0,0.0,1.26,0.0,1.3,,,,,,,/1,,howarsp01
2024,1072,Drew Rasmussen,28,TBR,AL,16,4,0,28.2,5,2,2,1,1,0.8,,,-1,-7.0,1.26,1.32,0.25,1.29,,,,,,,1,,rasmudr01
2024,1073,Aaron Ashby,26,MIL,NL,14,2,0,28.1,1,1,0,0,0,1.0,,,-2,-14.0,0.32,1.37,0.07,1.34,,,,,,,1,,ashbyaa01
2024,1074,Yilber Díaz,23,ARI,NL,7,4,0,28.1,2,0,1,1,0,0.5,,,0,0.0,0.32,1.37,0.14,1.34,,,,,,,/1,,diazyi01
2024,1075,Logan Allen,27,ARI,NL,12,0,0,28.0,6,2,4,0,0,1.0,,,0,0.0,1.93,1.35,0.5,1.34,,,,,,,1,,allenlo01
2024,1076,Ryan Brasier,36,LAD,NL,29,4,0,28.0,8,4,4,0,0,1.0,,,0,0.0,2.57,1.35,0.28,1.34,,,,,,,1,,brasiry01
2024,1077,Hunter Feduccia,27,LAD,NL,4,3,3,28.0,34,32,2,0,0,1.0,0.0,0.0,0,0.0,10.93,9.06,8.5,8.95,0.0,2.0,3.0,1.0,25.0,0.0,/2H,,feduchu01
2024,1078,David Fletcher,30,ATL,NL,5,3,1,28.0,20,6,14,0,4,1.0,1.0,43.0,1,43.0,6.43,4.15,4.0,4.1,,,,,,,/4,,fletcda02
2024,1079,Robert Gasser,25,MIL,NL,5,5,0,28.0,6,3,2,1,0,0.833,,,-1,-7.0,1.61,1.35,1.0,1.34,,,,,,,/1,,gassero01
2024,1080,Eduard Bazardo,28,SEA,AL,23,0,0,27.2,2,1,1,0,0,1.0,,,-1,-7.0,0.65,1.3,0.09,1.29,,,,,,,1,,bazared01
2024,1081,Matt Manning,26,DET,AL,5,5,0,27.2,3,1,2,0,1,1.0,,,-1,-7.0,0.98,1.3,0.6,1.3,,,,,,,/1,,mannima02
2024,1082,Bryan Sammons,29,DET,AL,6,0,0,27.1,1,0,1,0,0,1.0,,,0,0.0,0.33,1.32,0.17,1.28,,,,,,,/1,,sammobr01
2024,1083,Kolby Allard,26,PHI,NL,7,4,0,27.0,5,2,3,0,0,1.0,,,1,7.0,1.67,1.37,0.71,1.34,,,,,,,/1,,allarko01
2024,1084,Levi Jordan,28,CIN,NL,6,2,2,27.0,4,3,1,0,1,1.0,-3.0,-120.0,0,0.0,1.33,2.47,0.67,2.5,,,,,,,/7H94,,jordale01
2024,1085,Grant Anderson,27,TEX,AL,23,0,0,26.2,2,0,2,0,0,1.0,,,-1,-8.0,0.68,1.32,0.09,1.29,,,,,,,1,,andergr01
2024,1086,Aaron Brooks,34,OAK,AL,5,4,0,26.2,6,4,2,0,0,1.0,,,0,0.0,2.03,1.32,1.2,1.3,,,,,,,/1,,brookaa01
2024,1087,Chris Devenski,33,TBR,AL,19,0,0,26.2,3,2,1,0,0,1.0,,,-1,-8.0,1.01,1.32,0.16,1.29,,,,,,,1,,devench02
2024,1088,Ethan Roberts,26,CHC,NL,21,0,0,26.2,3,1,2,0,0,1.0,,,1,8.0,1.01,1.35,0.14,1.34,,,,,,,1,,roberet01
2024,1089,Gerson Garabito,28,TEX,AL,18,2,0,26.1,3,2,1,0,0,1.0,,,0,0.0,1.03,1.3,0.17,1.29,,,,,,,1,,garabge01
2024,1090,Jay Jackson,36,MIN,AL,20,0,0,26.1,4,2,2,0,0,1.0,,,0,0.0,1.37,1.3,0.2,1.29,,,,,,,1,,jacksja01
2024,1091,Bryan King,27,HOU,AL,28,0,0,26.1,5,3,2,0,0,1.0,,,0,0.0,1.71,1.3,0.18,1.29,,,,,,,1,,kingbr02
2024,1092,Gus Varland,27,2TM,2LG,26,0,0,26.1,4,2,1,1,0,0.75,,,0,0.0,1.03,1.33,0.12,1.3,,,,,,,1,,varlagu01
2024,1092,Gus Varland,27,LAD,NL,7,0,0,6.0,3,2,1,0,0,1.0,,,1,33.0,4.5,1.35,0.43,1.34,,,,,,,/1,,varlagu01
2024,1092,Gus Varland,27,CHW,AL,19,0,0,20.1,1,0,0,1,0,0.0,,,-1,-10.0,0.0,1.33,0.0,1.29,,,,,,,1,,varlagu01
2024,1093,Kevin Alcántara,21,CHC,NL,3,3,2,26.0,2,2,0,0,0,1.0,1.0,42.0,0,0.0,0.69,2.22,0.67,2.17,,,,,,,/9,,alcanke01
2024,1094,Luke Little,23,CHC,NL,29,1,0,26.0,8,1,7,0,1,1.0,,,1,8.0,2.77,1.35,0.27,1.34,,,,,,,1,,littllu01
2024,1095,Yunior Marté,29,PHI,NL,23,0,0,26.0,6,4,2,0,0,1.0,,,-2,-15.0,2.08,1.35,0.26,1.34,,,,,,,1,,marteyu01
2024,1096,Liover Peguero,23,PIT,NL,3,3,3,26.0,11,4,6,1,2,0.909,0.0,-18.0,0,0.0,3.46,3.81,3.33,3.77,,,,,,,/6,,pegueli01
2024,1097,Rob Brantly,34,TBR,AL,3,3,3,25.2,18,17,1,0,0,1.0,0.0,0.0,1,47.0,6.31,9.19,6.0,9.03,0.0,0.0,3.0,1.0,25.0,0.0,/2,,brantro01
2024,1098,Dany Jiménez,30,OAK,AL,25,0,0,25.2,2,0,1,1,0,0.5,,,0,0.0,0.35,1.3,0.04,1.29,,,,,,,1,,jimenda01
2024,1099,Hans Crouse,25,LAA,AL,25,0,0,25.1,3,0,2,1,0,0.667,,,-1,-8.0,0.71,1.31,0.08,1.29,,,,,,,1,,crousha01
2024,1100,J.P. France,29,HOU,AL,5,5,0,25.1,1,1,0,0,0,1.0,,,0,0.0,0.36,1.31,0.2,1.3,,,,,,,/1,,francjp01
2024,1101,CJ Alexander,27,KCR,AL,3,3,2,25.0,4,1,3,0,0,1.0,-2.0,-86.0,-1,-48.0,1.44,2.48,1.33,2.43,,,,,,,/5DH,,alexacj01
2024,1102,Kaleb Ort,32,HOU,AL,22,0,0,24.2,1,0,0,1,0,0.0,,,0,0.0,0.0,1.31,0.0,1.29,,,,,,,1,,ortka01
2024,1103,Adam Cimber,33,LAA,AL,28,0,0,24.1,4,0,4,0,1,1.0,,,1,8.0,1.48,1.29,0.14,1.29,,,,,,,1,,cimbead01
2024,1104,Alek Manoah,26,TOR,AL,5,5,0,24.1,2,1,1,0,0,1.0,,,0,0.0,0.74,1.29,0.4,1.3,,,,,,,/1,,manoaal01
2024,1105,Cody Poteet,29,NYY,AL,5,4,0,24.1,7,5,2,0,0,1.0,,,1,8.0,2.59,1.29,1.4,1.3,,,,,,,/1,,poteeco01
2024,1106,Josh Staumont,30,MIN,AL,25,0,0,24.1,3,1,2,0,0,1.0,,,0,0.0,1.11,1.29,0.12,1.29,,,,,,,1,,staumjo01
2024,1107,Fraser Ellard,26,CHW,AL,25,0,0,24.0,4,1,2,1,1,0.75,,,0,0.0,1.13,1.31,0.12,1.29,,,,,,,1,,ellarfr01
2024,1108,Kyle Manzardo,23,CLE,AL,6,2,2,24.0,15,13,2,0,1,1.0,0.0,5.0,0,0.0,5.63,8.03,2.5,7.92,,,,,,,DH/3,,manzaky01
2024,1109,Kenny Rosenberg,28,LAA,AL,7,1,0,24.0,2,0,2,0,0,1.0,,,0,0.0,0.75,1.31,0.29,1.29,,,,,,,/1,,rosenke01
2024,1110,Sam Hentges,27,CLE,AL,25,0,0,23.2,3,1,2,0,0,1.0,,,0,0.0,1.14,1.29,0.12,1.29,,,,,,,1,,hentgsa01
2024,1111,Gabe Speier,29,SEA,AL,29,0,0,23.2,3,0,3,0,0,1.0,,,-1,-8.0,1.14,1.29,0.1,1.29,,,,,,,1,,speiega01
2024,1112,Matt Festa,31,2TM,2LG,19,0,0,23.2,5,2,3,0,0,1.0,,,-1,-8.0,1.9,1.33,0.26,1.29,,,,,,,1,,festama01
2024,1112,Matt Festa,31,NYM,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0.0,0.0,1.8,0.0,1.3,,,,,,,/1,,festama01
2024,1112,Matt Festa,31,TEX,AL,18,0,0,22.2,5,2,3,0,0,1.0,,,-1,-9.0,1.99,1.31,0.28,1.29,,,,,,,1,,festama01
2024,1113,Mitch White,29,3TM,2LG,13,0,0,23.2,3,2,1,0,0,1.0,,,1,8.0,1.14,1.37,0.23,1.32,,,,,,,1,,whitemi03
2024,1113,Mitch White,29,2TM,NL,9,0,0,13.2,2,1,1,0,0,1.0,,,1,15.0,1.32,1.38,0.22,1.33,,,,,,,/1,,whitemi03
2024,1113,Mitch White,29,TOR,AL,4,0,0,10.0,1,1,0,0,0,1.0,,,0,0.0,0.9,1.35,0.25,1.3,,,,,,,/1,,whitemi03
2024,1113,Mitch White,29,SFG,NL,3,0,0,5.1,1,0,1,0,0,1.0,,,0,0.0,1.69,1.35,0.33,1.33,,,,,,,/1,,whitemi03
2024,1113,Mitch White,29,MIL,NL,6,0,0,8.1,1,1,0,0,0,1.0,,,1,24.0,1.08,1.4,0.17,1.33,,,,,,,/1,,whitemi03
2024,1114,Bryan Baker,29,BAL,AL,19,0,0,23.1,4,1,3,0,1,1.0,,,0,0.0,1.54,1.31,0.21,1.29,,,,,,,1,,bakerbr01
2024,1115,Victor González,28,NYY,AL,27,0,0,23.1,6,3,3,0,0,1.0,,,1,9.0,2.31,1.31,0.22,1.29,,,,,,,1,,gonzavi02
2024,1116,Ron Marinaccio,28,NYY,AL,16,0,0,23.1,4,1,2,1,0,0.75,,,-1,-9.0,1.16,1.31,0.19,1.29,,,,,,,1,,marinro01
2024,1117,Vinny Capra,27,MIL,NL,3,2,2,23.0,8,1,7,0,0,1.0,1.0,47.0,0,0.0,3.13,2.82,2.67,2.93,,,,,,,/56,,capravi01
2024,1118,Michael Helman,28,MIN,AL,8,1,0,23.0,3,2,0,1,0,0.667,0.0,-10.0,0,0.0,0.78,2.27,0.25,2.26,,,,,,,/8H759,,helmami01
2024,1119,Ty Madden,24,DET,AL,6,1,0,23.0,2,2,0,0,0,1.0,,,-1,-9.0,0.78,1.29,0.33,1.28,,,,,,,/1,,maddety01
2024,1120,Michael McGreevy,23,STL,NL,4,3,0,23.0,8,1,7,0,0,1.0,,,1,9.0,3.13,1.37,2.0,1.35,,,,,,,/1,,mcgremi01
2024,1121,Touki Toussaint,28,CHW,AL,11,0,0,23.0,4,1,1,2,0,0.5,,,0,0.0,0.78,1.29,0.18,1.29,,,,,,,1,,toussto01
2024,1122,Will Warren,25,NYY,AL,6,5,0,22.2,1,1,0,0,0,1.0,,,0,0.0,0.4,1.31,0.17,1.28,,,,,,,/1,,warrewi01
2024,1123,Brady Basso,26,OAK,AL,7,4,0,22.1,1,0,1,0,0,1.0,,,-1,-9.0,0.4,1.29,0.14,1.29,,,,,,,/1,,bassobr01
2024,1124,Ray Kerr,29,ATL,NL,10,2,0,22.1,6,1,3,2,0,0.667,,,-2,-18.0,1.61,1.37,0.4,1.34,,,,,,,1,,kerrra01
2024,1125,Tommy Nance,33,TOR,AL,20,0,0,22.0,6,4,1,1,0,0.833,,,-2,-18.0,2.05,1.31,0.25,1.29,,,,,,,1,,nanceto01
2024,1126,Mason Englert,24,DET,AL,12,1,0,21.2,1,1,0,0,0,1.0,,,0,0.0,0.42,1.33,0.08,1.29,,,,,,,1,,englema01
2024,1127,Sean Reid-Foley,28,NYM,NL,23,0,0,21.2,0,0,0,0,0,,,,-1,-9.0,0.0,1.37,0.0,1.34,,,,,,,1,,reidfse01
2024,1128,Devin Williams,29,MIL,NL,22,0,0,21.2,3,2,1,0,0,1.0,,,0,0.0,1.25,1.37,0.14,1.34,,,,,,,1,,willide03
2024,1129,Enoli Paredes,28,2TM,NL,18,0,0,21.2,1,0,1,0,0,1.0,,,0,0.0,0.42,1.37,0.06,1.34,,,,,,,1,,pareden01
2024,1129,Enoli Paredes,28,MIL,NL,17,0,0,20.2,1,0,1,0,0,1.0,,,0,0.0,0.44,1.35,0.06,1.34,,,,,,,1,,pareden01
2024,1129,Enoli Paredes,28,CHC,NL,1,0,0,1.0,0,0,0,0,0,,,,0,0.0,0.0,1.8,0.0,1.3,,,,,,,/1,,pareden01
2024,1130,Yerry Rodríguez,26,2TM,AL,16,0,0,21.2,5,2,3,0,0,1.0,,,0,0.0,2.08,1.33,0.31,1.29,,,,,,,1,,rodriye01
2024,1130,Yerry Rodríguez,26,TEX,AL,12,0,0,17.0,4,1,3,0,0,1.0,,,0,0.0,2.12,1.32,0.33,1.29,,,,,,,1,,rodriye01
2024,1130,Yerry Rodríguez,26,TOR,AL,4,0,0,4.2,1,1,0,0,0,1.0,,,0,0.0,1.93,1.35,0.25,1.3,,,,,,,/1,,rodriye01
2024,1131,Taylor Trammell,26,2TM,2LG,7,1,0,21.1,6,6,0,0,0,1.0,1.0,62.0,-1,-56.0,2.53,2.19,0.86,2.21,,,,,,,/H79D,,trammta01
2024,1131,Taylor Trammell,26,LAD,NL,3,1,0,12.0,5,5,0,0,0,1.0,1.0,140.0,0,0.0,3.75,2.18,1.67,2.17,,,,,,,/H79,,trammta01
2024,1131,Taylor Trammell,26,NYY,AL,4,0,0,9.1,1,1,0,0,0,1.0,0.0,-39.0,-1,-129.0,0.96,2.22,0.25,2.25,,,,,,,/H79D,,trammta01
2024,1132,Darren Baker,25,WSN,NL,5,2,2,21.0,5,2,3,0,1,1.0,-1.0,-74.0,-2,-114.0,2.14,3.99,1.0,3.72,,,,,,,/H4D7,,bakerda02
2024,1133,Sean Guenther,28,DET,AL,17,0,0,21.0,2,1,1,0,0,1.0,,,0,0.0,0.86,1.33,0.12,1.29,,,,,,,1,,guentse01
2024,1134,Cade Marlowe,27,SEA,AL,7,1,1,21.0,4,4,0,0,0,1.0,0.0,-11.0,0,0.0,1.71,2.27,0.57,2.24,,,,,,,/98HD,,marloca01
2024,1135,Andrew McCutchen,37,PIT,NL,5,2,1,21.0,6,6,0,0,0,1.0,0.0,-11.0,0,0.0,2.57,2.23,1.2,2.18,,,,,,,*D/9H,,mccutan01
2024,1136,Duke Ellis,26,2TM,AL,7,1,1,21.0,10,8,0,2,0,0.8,-1.0,-46.0,-1,-57.0,3.43,2.27,1.14,2.23,,,,,,,/H789D,,ellisdu01
2024,1136,Duke Ellis,26,CHW,AL,6,1,1,20.0,8,6,0,2,0,0.75,-1.0,-66.0,-1,-60.0,2.7,2.25,1.0,2.23,,,,,,,/H789D,,ellisdu01
2024,1136,Duke Ellis,26,NYY,AL,1,0,0,1.0,2,2,0,0,0,1.0,0.0,360.0,0,0.0,18.0,2.7,2.0,2.2,,,,,,,/H7,,ellisdu01
2024,1137,Colten Brewer,31,CHC,NL,16,0,0,20.2,4,2,1,1,0,0.75,,,-2,-19.0,1.31,1.35,0.19,1.34,,,,,,,1,,breweco01
2024,1138,Richard Fitts,24,BOS,AL,4,4,0,20.2,5,1,4,0,1,1.0,,,1,10.0,2.18,1.31,1.25,1.3,,,,,,,/1,,fittsri01
2024,1139,Giovanny Gallegos,32,STL,NL,21,0,0,20.2,8,4,4,0,0,1.0,,,1,10.0,3.48,1.35,0.38,1.34,,,,,,,1,,gallegi01
2024,1140,Domingo Germán,31,PIT,NL,7,2,0,20.2,3,2,1,0,0,1.0,,,-1,-10.0,1.31,1.35,0.43,1.34,,,,,,,/1,,germado01
2024,1141,John Means,31,BAL,AL,4,4,0,20.2,1,0,1,0,0,1.0,,,0,0.0,0.44,1.31,0.25,1.3,,,,,,,/1,,meansjo01
2024,1142,Emmanuel Ramírez,29,MIA,NL,15,0,0,20.2,1,1,0,0,0,1.0,,,0,0.0,0.44,1.35,0.07,1.34,,,,,,,1,,ramirem01
2024,1143,Erasmo Ramírez,34,TBR,AL,13,0,0,20.2,2,0,2,0,0,1.0,,,0,0.0,0.87,1.31,0.15,1.29,,,,,,,1,,ramirer02
2024,1144,Ryder Ryan,29,PIT,NL,15,0,0,20.2,1,1,0,0,0,1.0,,,0,0.0,0.44,1.35,0.07,1.34,,,,,,,1,,ryanry01
2024,1145,Scott Blewett,28,MIN,AL,12,0,0,20.1,4,1,3,0,0,1.0,,,0,0.0,1.77,1.33,0.33,1.29,,,,,,,1,,blewesc01
2024,1146,Noah Davis,27,COL,NL,9,0,0,20.1,3,1,2,0,0,1.0,,,0,0.0,1.33,1.37,0.33,1.34,,,,,,,/1,,davisno01
2024,1147,Matt Duffy,33,TEX,AL,4,2,2,20.1,5,2,3,0,0,1.0,1.0,41.0,1,59.0,2.21,2.48,1.25,2.45,,,,,,,/5H,,duffyma01
